Student Name,Gender,Attendance,Feedback,Study Hours,Data Science Marks
Student331,F,88,I throughly enjoyed the course and the fact that everything was explained thoroughly. I always enjoyed Dr. White personal experience with Data Science as well as other Data Scientists point of view. ?,5,24
Student332,F,85,I appreciate the guest lectures by industry professionals in the Data Science course.!,8,37
Student333,M,95,"Very nice course and it has a piece of very nice information taught by professionals. The content is related to the practical application of concepts which increase interest in you to proceed further,",9,40
Student334,M,83,"Very learning experience, I am a beginner in DS, but the instructors in this course simplified the contents that made me I could easily understand, tools and materials were very helpful to start with. ;",12,59
Student335,M,84,"Very nice course and it has a piece of very nice information taught by professionals. The content is related to the practical application of concepts which increase interest in you to proceed further,",9,49
Student336,M,87,This course is not consistent with someone who would sign up for an entire certificate. This course is more suitable as a recruitment tool for a certificate program. Watching these videos was an absolute waste of my time.,9,49
Student337,M,97,I wish there were more interactive sessions in the Data Science course.?,11,60
Student338,F,84,Good for fundamental knowledge of data science and data scientists. It is also inspiring for young people like me to get ready to step into the world of data science.:,2,7
Student339,F,88,"Terrific introduction to the Data Science course. Never expected but was extremely excited with the quality of content, speakers and a very honest attempt to making this course interesting. ,",13,63
Student340,F,99,The Data Science lab sessions provide valuable hands-on experience.?,3,19
Student341,M,78,Needs more practical sessions:,2,8
Student342,M,90,"I wish there were more interactive sessions in the Data Science course.,",11,52
Student343,M,90,This course is not consistent with someone who would sign up for an entire certificate. This course is more suitable as a recruitment tool for a certificate program. Watching these videos was an absolute waste of my time.,14,70
Student344,M,85,Interesting topics?,11,55
Student345,F,92,"I throughly enjoyed the course and the fact that everything was explained thoroughly. I always enjoyed Dr. White personal experience with Data Science as well as other Data Scientists point of view. ,",5,20
Student346,F,99,"I liked this course very much. The way it is organised to collect different data scientists opinions about the same topic, make it very valuable to the ones who are starting the road to Data Science.;",14,68
Student347,F,86,"I appreciate the guest lectures by industry professionals in the Data Science course.,",12,55
Student348,F,79,Enjoyed the lectures;,3,16
Student349,M,74,I throughly enjoyed the course and the fact that everything was explained thoroughly. I always enjoyed Dr. White personal experience with Data Science as well as other Data Scientists point of view. !,13,66
Student350,F,78,"Poor course overall, not much ""meat"". An introduction to the subject that could have been given in one hour of lessons. ,",9,45
Student351,M,83,The Data Science lab sessions provide valuable hands-on experience.?,2,15
Student352,F,99,"Poor course overall, not much ""meat"". An introduction to the subject that could have been given in one hour of lessons. !",15,71
Student353,F,91,Interesting topics;,5,23
Student354,M,97,very useful. i liked and enjoyed the journey of learning in these five weeks. the instructor is very clear and taught very interestingly. Thanks to her. she looked poised and cheerful and professional !,12,57
Student355,M,93,"very useful. i liked and enjoyed the journey of learning in these five weeks. the instructor is very clear and taught very interestingly. Thanks to her. she looked poised and cheerful and professional ,",15,80
Student356,M,79,The instructor explanations in Data Science lectures are clear and easy to understand.:,5,27
Student357,M,93,"I liked this course very much. The way it is organised to collect different data scientists opinions about the same topic, make it very valuable to the ones who are starting the road to Data Science.?",5,21
Student358,F,70,This course is not consistent with someone who would sign up for an entire certificate. This course is more suitable as a recruitment tool for a certificate program. Watching these videos was an absolute waste of my time.,1,9
Student359,M,93,Enjoyed the lectures;,10,46
Student360,F,91,"I appreciate the guest lectures by industry professionals in the Data Science course.,",7,30
Student361,F,89,Great course!;,14,73
Student362,F,72,"Interesting topics,",2,7
Student363,F,85,Very nice course and it has a piece of very nice information taught by professionals. The content is related to the practical application of concepts which increase interest in you to proceed further?,12,62
Student364,M,74,"Terrific introduction to the Data Science course. Never expected but was extremely excited with the quality of content, speakers and a very honest attempt to making this course interesting. !",14,71
Student365,M,100,The Data Science lab sessions provide valuable hands-on experience.?,14,65
